id,trigger,conditions,script,text,options,notes
shipTrophyGanEdenEpitaphTwo,DialogOptionSelected,$option == ship_trophy_gan_eden_epitaph_two,GanEdenQuestCMD prepareEpitaphLog part_two,"RECOVERED PERSONAL LOG
AUTHOR: LEICESTER, ISAAC THOMAS
FILE: EPITAPH — PART II

Before the continuity office was established, I lived at Telepylus Station with my wife, Rebecca Anne Sarai.

Our daughter was born there. Rebecca passed and joined God that same day. A vascular condition had been identified too late for treatment.

I had already been considered for the proposed continuity office. The appointment would require its director to spend centuries in cryosuspension, waking only when the projects required his judgment.

Before Rebecca’s death, I had intended to refuse.

With her gone, I thought I had no more reason to live in the present. So I told myself I would live for the future instead.

I would accept the appointment, complete the work, resign, and wake my daughter into the world Rebecca and I had intended for her.

That was the arrangement I made with myself.

I pretended it was an arrangement with God.

I hate myself.

I hate myself.

I hate myself—",0:ship_trophy_gan_eden_epitaph_three:Continue to Part III.,Isaac explains why he placed his infant daughter in cryosuspension.
shipTrophyGanEdenEpitaphThree,DialogOptionSelected,$option == ship_trophy_gan_eden_epitaph_three,GanEdenQuestCMD prepareEpitaphLog part_three,"RECOVERED PERSONAL LOG
AUTHOR: LEICESTER, ISAAC THOMAS
FILE: EPITAPH — PART III

I froze my daughter before I had properly named her.

I visited her often. I inspected her chamber, reviewed the medical reports, and repeated tests the technicians had already completed. She remained healthy and unchanged while centuries passed outside.

The Domain did not remain unchanged.

I saw a decay. The soul of Man gangrenous and rotting.

I met an Armada veteran cleaning coolant residue from a station floor. A reactor leak had destroyed half his face. His pension had been suspended because the archive containing his service record no longer existed.

I offered to help. He asked only that I help his daughter obtain a transit permit.

Seventy-two years passed. I never found out what happened to him or his daughter.

Nothing changed.

During another waking period, I met a woman who had spent years moving between ports because she could not obtain employment without proof of residence, or residence without proof of employment. The station classified her as a transient clearance burden.

Years blurred together. I can't tell if it was the repeated cryosuspensions or my deteriorating mind, but at some point I couldn't distinguish faces. I even forgot Rebecca's face.

Rebecca.

You understood this before I did. You once told me that the Domain was the greatest work of man that had ever been made, and that was why it was so grotesque.

I began speaking publicly. At first, I presented reports and projections. The Directorate thanked me and established a commission.

Nothing changed.

I said that human beings were not obsolete machinery. I said that a civilization should be judged by those it could help and chose not to. I said that every person carried the image of God, whether or not the Domain could locate the correct record for them.

People began gathering to hear me. The gatherings became demonstrations. Security forces were deployed. People were injured, then killed.

I continued speaking, but I don't know why. With my mouth I drove lambs to the slaughter, and with my hands and my work I forged the knives the Domain of Man plunged into their necks. Who was I to speak out against the great Whore of Babylon whilst I was her greatest slave?

Nothing changed.",0:ship_trophy_gan_eden_epitaph_four:Continue to Part IV.,Isaac records his break with the Domain.
shipTrophyGanEdenEpitaphFour,DialogOptionSelected,$option == ship_trophy_gan_eden_epitaph_four,GanEdenQuestCMD prepareEpitaphLog part_four,"RECOVERED PERSONAL LOG
AUTHOR: LEICESTER, ISAAC THOMAS
FILE: EPITAPH — PART IV

The Domain arrested me for insurrection.

At trial, they presented my speeches, correspondence, and engineering reports. I denied very little. When the Sector Governor asked whether I recognized the absolute authority of the Domain of Man, I told him that all human authority was subordinate to God.

They found me guilty.

I was kept under house arrest at Telepylus Station while preparations were made to return me to Sol for sentencing. They still needed my knowledge of Gan Eden, and some of its oldest systems continued to recognize my credentials.

Finally, I decided to end it.

The hypershunts supplied Gan Eden through the Gate network. Their full output passed through the rings as energy before reaching the sphere’s master control system. I intended to seize a transport, pass through the Penelope’s Star Gate, enter the control complex, and redirect the full output of both hypershunts into Gan Eden.

The sphere would be destroyed. I intended to die with it.

I escaped confinement, commandeered the transport, and changed its destination after the transit sequence began.

Telepylus security had already identified the ship, and I expected the escort to follow me through the Gate within seconds. Instead, the patrol craft broke formation before they reached the ring. Traffic control began issuing emergency orders over one another, several ships stopped answering, and the Gate-status displays failed in rapid succession.

I did not know what had drawn their attention away from me, only that the route to Gan Eden was still open. I entered the coordinates, drove the transport through at maximum thrust, and emerged into the restricted system without pursuit. Gan Eden’s control network accepted my credentials immediately. I seized the approach corridor and pushed the ship toward the master control complex before whatever was happening at Penelope’s Star could close the way behind me.

Oh, hosanna. Hosaana in the higehest.

Despite its hubris and its separation from God, Gan Eden was the most beautiful place in the entire universe.

Once inside the system, I abandoned the transport and took a shuttle to the master control complex at the space elevator. For less than a second, the system behaved exactly as I had intended. Then the Gate network began shutting down around me.

The conduits carrying the hypershunt output vanished before the power could reach Gan Eden. With nowhere else to go, the discharge collapsed back through the nearest ring still connected to the transfer system: Penelope’s Star.

I watched the impossibility of Adamantine shattering like clay on the control display and break apart. A moment later, every other Gate disappeared from the network.

Sol was gone. Telepylus was gone. There was no route back.

I intended to die in Gan Eden.

Instead, I was left alive inside it.",0:ship_trophy_gan_eden_epitaph_five:Continue to the final entry.,Isaac describes the Collapse and the shattering of Penelope's Star's ring.
shipTrophyGanEdenEpitaphFinalDynamic,DialogOptionSelected,$option == ship_trophy_gan_eden_epitaph_five,GanEdenQuestCMD showEpitaphLog final,,0:ship_trophy_gan_eden_epitaph_stay:Close the log and stay with Isa.,Displays the current Final entry directly from dialogue/Logs.ink.
shipTrophyGanEdenEpitaphFive,DialogOptionSelected,$option == ship_trophy_gan_eden_epitaph_five_legacy_unused,GanEdenQuestCMD prepareEpitaphLog final,"RECOVERED PERSONAL LOG
AUTHOR: LEICESTER, ISAAC THOMAS
FILE: EPITAPH — FINAL

I am dying.

I have lived alone in Gan Eden for thirty-six years.

I spent the first several years searching the cities, shelters, maintenance tunnels, and transit stations. I transmitted on every emergency frequency that still worked.

No one answered. I knew no one would. The last human technicians had left Gan Eden centuries before, when its construction passed entirely to the automated swarms. I was the one who signed off on that order.

I eventually settled in this place I named Galilee, repaired one of the old agricultural houses, and learned to farm. When I was not working, I wandered the shell. I walked through empty cities, forests planted by machines, and coastlines no human being had ever seen. It is a never-ending day here, as if it were before God separated Light from Darkness.

Gan Eden remained beautiful.

Oh, God.

I also continued trying to restore the Gate connection to Penelope’s Star. At first, I told myself I was trying to rescue my daughter. I admit now that I only want to know whether I killed her.

Oh, my daughter.

Rebecca wanted to name you Leah.

To Leah, my beautiful daughter I never knew:

I saved you for a future I believed I could build. I kept you asleep while I chased some arrogant dream across centuries. Then when the world failed to become what I envisioned, I abandoned you to your fate.

Neither you nor God owe me any forgiveness.

I prayed for you every day. I prayed for Rebecca. I prayed for the dead, and for the living I had condemned without ever knowing their names.

I do not know whether God heard me.

Until today.

Today, the Gate system finally answered.

It did not connect to Penelope’s Star or any other Gate I knew. Instead, two angels arrived through the Gate and began descending toward Gan Eden.

The first resembles a winged figure, though my instruments cannot hold its shape for more than a moment. The second turns within lines of fire like a burning sword. They burn with the light of God and race through the sky like searing chariots.

I have named them Cherubim and the Lahat Ha-cherev.

Surely the Lord has sent them down here as gatekeepers of a false paradise. Beneath their contemptuous gaze, I will be judged as I commit my soul to God.

Leah, I hope someone found you.

I hope they gave you a life beyond mine, and a name that belonged to you. I hope you were raised by people who loved you without asking you to carry their grief, their faith, or their failures. I hope that when you looked toward the future, you saw something of your own choosing rather than the ruins of what I had planned for you.

I hope you laughed every day. I hope you were stubborn like Rebecca. I hope you were kinder than I became. I hope you found love in this world, children of your own, and a home. I hope you found the blessings of God beneath these infinite heavens.

I hope that one day you know this:

I love you, Leah.

Isaac Thomas Leicester.",0:ship_trophy_gan_eden_epitaph_stay:Close the log and stay with Isa.,Isaac's final entry names Isa Leah and describes the Golden Shards.
shipTrophyGanEdenEpitaphStay,DialogOptionSelected,$option == ship_trophy_gan_eden_epitaph_stay,"GanEdenQuestCMD finishEpitaphLogs
GanEdenQuestCMD markEpitaph
SetShortcut ship_trophy_gan_eden_epitaph_leave ""ESCAPE""","The final log ends.

The elevator observation deck looks out across the impossible inward horizon. Isa says nothing for a long time.

Then she begins telling Isaac Thomas Leicester about the Shattered Ring: the wreck-farms, the revival ward, the terrible food, and every impossible ship that carried her farther than he could have imagined.

No answer comes from the empty world. This time, she does not seem to need one.",0:ship_trophy_gan_eden_epitaph_leave:Return to the fleet.,The final Space Elevator record completes Isa's personal investigation.
shipTrophyGanEdenEpitaphLeave,DialogOptionSelected,$option == ship_trophy_gan_eden_epitaph_leave,DismissDialog,,,
shipTrophyGanEdenEpitaphNeedsIsa,OpenInteractionDialog,GanEdenQuestCMD epitaphNeedsIsa score:55000,"SetShortcut ship_trophy_gan_eden_epitaph_leave ""ESCAPE""","The elevator's continuity archive recognizes Isa Leicester's inherited suit transponder, but she is not present to answer its identity challenge. You will need to return with Isa in the fleet.",0:ship_trophy_gan_eden_epitaph_leave:Leave.,Prevents resolving Isa's family story without Isa.
shipTrophyGanEdenEpitaphInspected,OpenInteractionDialog,GanEdenQuestCMD epitaphInspected score:55000,"SetShortcut ship_trophy_gan_eden_epitaph_leave ""ESCAPE""","The silent Space Elevator remains open above Gan Eden. Its final Leicester record is secure in the fleet archives.",0:ship_trophy_gan_eden_epitaph_leave:Leave.,Repeat interaction after the final archive scene.
shipTrophyIsaFactionVisitHegemony,OpenInteractionDialog,IsaFactionVisitCMD shouldShow hegemony score:10000,"IsaFactionVisitCMD prepare hegemony
","As your fleet joins $marketName's approach queue, Isa disappears from the bridge. You find her pressed face-first against the glass of an observation blister, watching Hegemony-pattern ships parade one by one down a parallel departure queue. Her slate displays a hologram of each passing vessel, all of them carefully logged and annotated.

""Look at that armor profile,"" she says without turning. ""Every Hegemony ship looks like it expects the universe to sucker-punch it, so it makes sure to swing first. Strike hard, strike true, strike only once."" She nods approvingly. ""Decisive Battle Doctrine.""

You nod toward the security overhang crowning the docks.","0:ship_trophy_isa_hegemony_customs:""You're making friends with customs.""",One-time post-recruitment Hegemony station vignette.
shipTrophyIsaFactionVisitHegemonyCustoms,DialogOptionSelected,$option == ship_trophy_isa_hegemony_customs,,"Far above, two officers on the overhang are staring down at Isa. Then at you. One raises a slate while the other points.

Isa sinks several centimeters below the observation window. ""What's the big deal? I just wanted to watch.""","0:ship_trophy_isa_hegemony_spy:""They might think you're a spy.""",Hegemony vignette customs response.
shipTrophyIsaFactionVisitHegemonySpy,DialogOptionSelected,$option == ship_trophy_isa_hegemony_spy,,"""Fine."" Isa puts the slate away. ""This'll be fine, right?""","0:ship_trophy_isa_hegemony_not_sure:""I wouldn't be so sure.""",Hegemony vignette warning.
shipTrophyIsaFactionVisitHegemonyNotSure,DialogOptionSelected,$option == ship_trophy_isa_hegemony_not_sure,"IsaFactionVisitCMD grantHegemonyReward
PlaySound ui_acquired_blueprint
SetTextHighlightColors good
SetTextHighlights ""[Fleet sensor profile reduced by 1%]""
","It is not fine.

You and your fleet spend another fifteen hours in customs after Hegemony security confiscates Isa's slate and holds her for questioning overnight.

You eventually get your chief engineer back: grouchy, sleep-deprived, and significantly more anti-authoritarian than when she went in.

Her first act back on the bridge is to begin designing a less conspicuous observation blister for your flagship.

[Fleet sensor profile reduced by 1%]","0:ship_trophy_isa_faction_visit_continue:Continue to $marketName.",Hegemony vignette conclusion and permanent fleet reward.
shipTrophyIsaFactionVisitLeague,OpenInteractionDialog,IsaFactionVisitCMD shouldShow persean score:10000,"IsaFactionVisitCMD prepare persean
","After your fleet enters $marketName's docking queue, you exit the ship. You find Isa standing among a crowd of spectators, staring up at the star-filled sky.

A local League detachment is putting on an in-atmosphere airshow. Flights of G-10 Thunders scream overhead to delighted cheers, banking between the station's towers before scattering into precise, independent formations.

Isa, however, is silent.

A Thunder makes a particularly low pass over the concourse. Its exhaust washes through the crowd, sending coats, hats, and unsecured market displays fluttering in its wake. Isa's hair sweeps across her eyes, but her gaze never wavers. She watches the fighters climb away, one by one, before disappearing into the waiting bays of their Heron carrier.

""Look at them,"" she says quietly. ""The stats say most fighter pilots have a life expectancy measured in hours after first contact. It's a job for suicidal people, honestly.""

Her slate lights up with a purchase listing for a surplus Thunder wing.

""But for a few minutes at a time, they're the only people in the fleet who get to choose exactly where they go.""

She opens the technical specifications.

""I think I understand the appeal.""","0:ship_trophy_isa_league_rebuke:""Only until someone in CIC tells them where to go.""",One-time post-recruitment Persean League station vignette.
shipTrophyIsaFactionVisitLeagueRebuke,DialogOptionSelected,$option == ship_trophy_isa_league_rebuke,,"""$shipTrophyIsaPlayerTitle?""

Isa lowers the slate and fixes you with a sharp gaze.

""I know that from your place in the CIC, we in the fleet are probably just icons moving across a tac screen. And I know you're the one who has to make those decisions. You are, after all, the best fleet admiral in the Sector.""

Her expression softens.

""But please, once in a while... remember us.""","0:ship_trophy_isa_league_apologize:""Of course. Sorry, Isa.""
10:ship_trophy_isa_league_role:""We've all got our role to play.""
20:ship_trophy_isa_league_faithful:""No soul is merely a number in Ludd's sight.""",League vignette player response.
shipTrophyIsaFactionVisitLeagueApologize,DialogOptionSelected,$option == ship_trophy_isa_league_apologize,,"She gives an reconcilatory smile, holding your gaze for another moment before looking back toward the retreating fighters.

The purchase listing remains open on her slate.","0:ship_trophy_isa_league_purchase:""Try not to buy one before we dock.""",League vignette conciliatory response.
shipTrophyIsaFactionVisitLeagueRole,DialogOptionSelected,$option == ship_trophy_isa_league_role,"IsaFactionVisitCMD grantLeagueRebuke
SetTextHighlightColors bad
SetTextHighlights ""[Relationship with Isa reduced by 5]""
","""Hm.""

Isa turns away and busies herself with her slate.

""Sure.""

[Relationship with Isa reduced by 5]","0:ship_trophy_isa_league_purchase:""Try not to buy one before we dock.""",League vignette relationship consequence.
shipTrophyIsaFactionVisitLeagueFaithful,DialogOptionSelected,$option == ship_trophy_isa_league_faithful,,"Isa studies your face for a moment.

""Amen,"" she says, a little uncertainly.

She holds your gaze for another moment before looking back toward the retreating fighters.

The purchase listing remains open on her slate.","0:ship_trophy_isa_league_purchase:""Try not to buy one before we dock.""",League vignette faithful response.
shipTrophyIsaFactionVisitLeaguePurchase,DialogOptionSelected,$option == ship_trophy_isa_league_purchase,"IsaFactionVisitCMD grantLeaguePurchase
PlaySound ui_acquired_blueprint
SetTextHighlightColors bad good
SetTextHighlights ""[Lost 2,000 credits]"" ""[Thunder wing LPC acquired]""
","""No promises.""

Isa dismisses the purchase listing, but bookmarks the technical specifications.

""See? Restraint.""

[Lost 2,000 credits]
[Thunder wing LPC acquired]","0:ship_trophy_isa_faction_visit_continue:Continue to $marketName.",League vignette purchase and reward.
shipTrophyIsaFactionVisitTriTachyon,OpenInteractionDialog,IsaFactionVisitCMD shouldShow tritachyon score:12000,"IsaFactionVisitCMD prepare tritachyon
","The moment your fleet receives docking clearance, Isa's slate begins vibrating.

She looks down at it, frowns, and dismisses a purchase offer for replacement flux conduits.

Another appears immediately.

Then another.","0:ship_trophy_isa_tritachyon_showroom:continue",Tri-Tachyon advertising prelude.
shipTrophyIsaFactionVisitTriTachyonShowroom,DialogOptionSelected,$option == ship_trophy_isa_tritachyon_showroom,,"The next time you find her, she is standing before the panoramic window of a Tri-Tachyon show berth. Beyond the glass, an Afflictor-class frigate hangs motionless against the stars, its hull picked out by cold blue running lights.

A pleasant synthetic voice fills the concourse.

""Observe the elegance of total battlespace control.""

The Afflictor vanishes.

A heartbeat later, it reappears several kilometers away, directly behind a target drone. The drone comes apart under a burst of laser fire. Polite applause ripples through the showroom.

Isa leans toward the glass.

""...Turn rate and speed were far too high for secondary thrusters, and I don't see any extra exhaust ports,"" she mutters. ""Did those psychopaths actually disable the safety interlocks for a marketing stunt?""","0:ship_trophy_isa_tritachyon_hey:""Hey, Isa.""
10:ship_trophy_isa_tritachyon_chief:""Chief Leicester.""
20:ship_trophy_isa_tritachyon_lounge:""Have you seen the Officers' Lounge here? It's is insane. They serve drinks with monomolecular ice cubes.""",One-time post-recruitment Tri-Tachyon station vignette reconstructed from Ink.
shipTrophyIsaFactionVisitTriTachyonHey,DialogOptionSelected,$option == ship_trophy_isa_tritachyon_hey,FireBest ShipTrophyIsaTriTachyonSecond,,,Routes the Tri-Tachyon greeting.
shipTrophyIsaFactionVisitTriTachyonChief,DialogOptionSelected,$option == ship_trophy_isa_tritachyon_chief,FireBest ShipTrophyIsaTriTachyonSecond,,,Routes the Tri-Tachyon greeting.
shipTrophyIsaFactionVisitTriTachyonLounge,DialogOptionSelected,$option == ship_trophy_isa_tritachyon_lounge,FireBest ShipTrophyIsaTriTachyonSecond,,,Routes the Tri-Tachyon greeting.
shipTrophyIsaFactionVisitTriTachyonSecond,ShipTrophyIsaTriTachyonSecond,,IsaFactionVisitCMD showTriTachyonAd,,"0:ship_trophy_isa_tritachyon_third:Continue",Tri-Tachyon targeted-advertisement beat with corporate typography.
shipTrophyIsaFactionVisitTriTachyonThird,DialogOptionSelected,$option == ship_trophy_isa_tritachyon_third,IsaFactionVisitCMD showTriOSInterruption,,"0:ship_trophy_isa_tritachyon_efficient:That's efficient.
10:ship_trophy_isa_tritachyon_wary:That's creepy.",Tri-Tachyon sales-AI beat.
shipTrophyIsaFactionVisitTriTachyonEfficient,DialogOptionSelected,$option == ship_trophy_isa_tritachyon_efficient,"SetTextHighlightColors $shipTrophyIsaTriTachyonHighlight
SetTextHighlights OPTIMAL
","Isa gives you a frown.

""Efficient ain't the same thing as harmless, $shipTrophyIsaPlayerTitle.""

She turns the slate around. Beneath the financing offer is a projected repayment schedule extending several years beyond her estimated life expectancy.

""Though they did get my preferred reactor configuration right.""

Isa begins digging through the concourse app's privacy settings. Each menu opens into three more menus, all of them already set to OPTIMAL.

""I think entering the concourse counted as consent.""

She pauses.

""Possibly docking at the station counted as consent.""","0:ship_trophy_isa_tritachyon_premium:I'll spring for the premium docking package next time. Ad-free, I hear.
10:ship_trophy_isa_tritachyon_bodyguards:I think being born counted as consent. Your fault, really.",Tri-Tachyon vignette efficient response.
shipTrophyIsaFactionVisitTriTachyonWary,DialogOptionSelected,$option == ship_trophy_isa_tritachyon_wary,"SetTextHighlightColors $shipTrophyIsaTriTachyonHighlight
SetTextHighlights OPTIMAL
","""Exactly.""

Isa begins digging through the concourse app's privacy settings. Each menu opens into three more menus, all of them already set to OPTIMAL.

""I think entering the concourse counted as consent.""

She pauses.

""Possibly docking at the station counted as consent.""","0:ship_trophy_isa_tritachyon_premium:I'll spring for the premium docking package next time. Ad-free, I hear.
10:ship_trophy_isa_tritachyon_bodyguards:I think being born counted as consent. Your fault, really.",Tri-Tachyon vignette wary response.
shipTrophyIsaFactionVisitTriTachyonPremium,DialogOptionSelected,$option == ship_trophy_isa_tritachyon_premium,,"Isa snorts.

""What, premium docking means they rotate the station so you don't have to turn your ship around?""

You glance through the panoramic window; in the background, six ox tugboats are slowly maneuvering a motionless Starliner inside of its berth.","0:ship_trophy_isa_tritachyon_premium_2:""Close, actually.""",Tri-Tachyon premium-docking response.
shipTrophyIsaFactionVisitTriTachyonPremiumSecond,DialogOptionSelected,$option == ship_trophy_isa_tritachyon_premium_2,,"Isa follows your gaze.

""I hate this place.""","0:ship_trophy_isa_tritachyon_response:Continue.",Tri-Tachyon premium-docking conclusion.
shipTrophyIsaFactionVisitTriTachyonBodyguards,DialogOptionSelected,$option == ship_trophy_isa_tritachyon_bodyguards,"IsaContactRulesCMD showBodyguards
","Isa kicks you.

""I docked your mom and that counted as consent.""

You spend the next few moments kicking each other.

It is extremely unfair that your bodyguards help her kick you too.

By the time you unfold yourself from the floor, Isa already has her slate open.","0:ship_trophy_isa_tritachyon_response:Continue.",Tri-Tachyon bodyguard response.
shipTrophyIsaFactionVisitTriTachyonResponse,DialogOptionSelected,$option == ship_trophy_isa_tritachyon_response,"IsaContactRulesCMD showContactPortrait
","Isa pulls a small data wafer from her pack and plugs it into a secondary port on her slate.

Her slate's display fractures into a hundred miniature windows, each controlled by one of her own delta-level AI agents.

Bulk agricultural machinery.

Ceremonial armor polish.

Volturnian lobster breeding equipment.

Industrial quantities of devotional candles.

On her many screens, the advertisements flicker. Sleek phase ships disappear, replaced by increasingly confused offers for farming equipment, shrine furnishings, and twelve thousand liters of crustacean feed.

Isa smiles.

""There. Now we're both learning.""

Her slate vibrates again.

A complete phase-coil maintenance manual has been added to her account as a complimentary incentive.

She bookmarks it.","0:ship_trophy_isa_tritachyon_objection:I thought you objected to their methods.",Tri-Tachyon counter-advertising response.
shipTrophyIsaFactionVisitTriTachyonObjection,DialogOptionSelected,$option == ship_trophy_isa_tritachyon_objection,"IsaFactionVisitCMD grantTriTachyonReward
PlaySound ui_acquired_blueprint
SetTextHighlightColors good
SetTextHighlights ""[Monthly fleet supply consumption reduced by 1%]""
","""I hate being manipulated.""

Isa closes the Afflictor financing offer. The maintenance manual remains open. She winks.

""I like winning.""

[Monthly fleet supply consumption reduced by 1%]","0:ship_trophy_isa_faction_visit_continue:Continue to $marketName.",Tri-Tachyon vignette conclusion and permanent fleet reward.
shipTrophyIsaFactionVisitDiktatPAGSM,OpenInteractionDialog,IsaFactionVisitCMD shouldShowDiktatPAGSM score:13000,"IsaFactionVisitCMD prepare sindrian_diktat
","The concourse resembles a fuel depot rebuilt as an Andrada-themed amusement park. Purple neon traces the bulkheads. Animated Lions salute from every wall. Somewhere behind a museum gift shop and a Volturnian lobster petting pool, the same eight bars of techno begin again. Multiple clubs are playing the same song, at seemed.

The arrivals portal deposits you directly in Isa's path.

She nearly collides with you, arms piled high with Andrada merchandise, a curly straw clenched between her lips. It runs down into a massive, five-gallon novelty cup shaped like a Prometheus PM-15000.

Isa stops. She lowers her sunglasses, revealing another pair waiting underneath.

After a moment, she gives you a solemn nod, turns on her heel, walks right into one of your bodyguards, probably near blind due to the double-layers of shades she was wearing and marches back toward the command ship.","0:ship_trophy_isa_faction_visit_continue:Continue to $marketName.",PAGSM-specific Sindrian Diktat station vignette.
shipTrophyIsaFactionVisitDiktat,OpenInteractionDialog,IsaFactionVisitCMD shouldShowDiktatVanilla score:12000,"IsaFactionVisitCMD prepare sindrian_diktat
SetTextHighlightColors $shipTrophyIsaHegemonyHighlight
SetTextHighlights HEGAID
","Before clearing customs, you pass through a visitors' concourse glowing with Andradan restaurants, jewelers, and imported food.

The lights end at the customs barrier.

On the other side, you find Isa chatting with a couple of Diktat engineers beside the arrivals portal. She waves, breaks off from the conversation, and joins you.

There are no shops here. Only state dispensaries, shuttered offices, and a Diktat commissar standing on a raised pulpit, holding a portrait of Andrada above a line of workers.

""By the Lion's mercy,"" he announces, ""every loyal citizen eats. Andrada sees your glorious labor and smiles upon you!""

Through a tiny window, a clerk hands each laborer a foil-wrapped ration small enough to palm. On one of the ration packets, the Diktat emblem has been stamped slightly off-center. Beneath it, part of a Hegemony logo remains visible.

HEGAID.

Isa watches a shipforge worker tuck his ration under one arm and shuffle away. You can hear the commissar repeat his propaganda, over and over, like a chant.

""$shipTrophyIsaPlayerTitle.""","0:ship_trophy_isa_diktat_first_time:""This your first time in a Diktat station?""",One-time post-recruitment Sindrian Diktat station vignette.
shipTrophyIsaFactionVisitDiktatSecond,DialogOptionSelected,$option == ship_trophy_isa_diktat_first_time,,"""Yeah,"" Isa says. ""Can we finish things quickly here? I don't like this place.""","0:ship_trophy_isa_diktat_agree:Neither do I. We won't stay long.
10:ship_trophy_isa_diktat_chide:You seemed friendly enough with those engineers.
20:ship_trophy_isa_diktat_defend:The Diktat keeps Sindria safe. That counts for something.",Sindrian Diktat customs response.
shipTrophyIsaFactionVisitDiktatAgree,DialogOptionSelected,$option == ship_trophy_isa_diktat_agree,,"""Good."" Isa glances back at the ration line. ""I was worried you were about to suggest lunch.""","0:ship_trophy_isa_diktat_inspect:Continue.",Sindrian Diktat sympathetic response.
shipTrophyIsaFactionVisitDiktatChide,DialogOptionSelected,$option == ship_trophy_isa_diktat_chide,,"""The engineers aren't the problem."" Isa glances back at the ration line. ""They're usually the ones fixing it.""","0:ship_trophy_isa_diktat_inspect:Continue.",Sindrian Diktat chiding response.
shipTrophyIsaFactionVisitDiktatDefend,DialogOptionSelected,$option == ship_trophy_isa_diktat_defend,,"""So does that shipforge worker."" Isa watches him disappear into the crowd, ration tucked beneath his arm. ""Behold, the liberation of Philip Andrada.""","0:ship_trophy_isa_diktat_inspect:Continue.",Sindrian Diktat defense response.
shipTrophyIsaFactionVisitDiktatThird,DialogOptionSelected,$option == ship_trophy_isa_diktat_inspect,,"You leave the arrivals portal behind.

The station's traffic-control feed is crowded with Diktat hulls, every one polished for inspection. On the main display, a parade fleet of Lion's Guard ships-the supposed elite of Philip Andrada's navy.

Finally perking up, Isa zooms in on an Executor until its gilded weapon housings fill the display.

""Look at the placement of those ordnance mounts,"" she says. ""Ballistics forward for shield suppression. Energy weapons held back for armor and hull.""

She studies the altered mounts, then brings up the specifications for its Lion's Guard escorts.

""What went wrong...?""","0:ship_trophy_isa_diktat_response:You sound pained.",Sindrian Diktat parade inspection.
shipTrophyIsaFactionVisitDiktatResponse,DialogOptionSelected,$option == ship_trophy_isa_diktat_response,,"""A little, yeah.""

Isa flicks between the Executor and its escorts.

""The Executor is inspired, honestly. Its escorts are straight garbage.""

One ship drifts out of formation. The others correct a moment too late.

A white-and-purple-liveried Falcon fires its maneuvering jets and lurches sideways into its neighbor's shields, instantly overloading both ships' flux grids. Lightning arcs dance between the two hulls. You can already imagine the warning klaxons blaring through both CICs.

Isa lowers her slate and sighs.

""I'm going back to the fleet.""","0:ship_trophy_isa_faction_visit_continue:Continue to $marketName.",Sindrian Diktat vignette conclusion.
shipTrophyIsaFactionVisitChurch,OpenInteractionDialog,IsaFactionVisitCMD shouldShow luddic_church score:12000,"IsaFactionVisitCMD prepare luddic_church
","You are late leaving the docking concourse.

By the time you reach the arrivals hall, you notice a shock of familiar red hair beyond a passing line of hooded pilgrims. Curious, you approach.

Isa has been cornered beside a devotional kiosk by a nun of the Church of Galactic Redemption.

""There is joy to be found among the Sisters,"" the nun says, clasping Isa's hands. ""A life of holiness and service, far from the worldly temptations of Moloch.""

Isa carefully extracts one hand.

""That sounds real nice, ma'am, but I already have a job.""

""Whatever debt has been forced upon you, the convent can-""","0:ship_trophy_isa_church_ask:""You should probably ask what she does for a living.""
10:ship_trophy_isa_church_chaplain:""She's actually part of our fleet's Chaplain Corps""",One-time post-recruitment Luddic Church station vignette.
shipTrophyIsaFactionVisitChurchAsk,DialogOptionSelected,$option == ship_trophy_isa_church_ask,,"The nun hesitates.

""What is your vocation, child?""

Isa looks at you.

Then back at the nun.

""I'm an engineer. I design warships. Verrry advanced ones.""

The nun releases her hands.

""Oh.""

She makes a hurried sign of blessing and retreats into the crowd, while Isa crosses her arms, self-satisfied.

""What if I wanted to become a nun?"" Isa complains to you.","0:ship_trophy_isa_church_response:""What were you doing here?""",Luddic Church vocation response.
shipTrophyIsaFactionVisitChurchChaplain,DialogOptionSelected,$option == ship_trophy_isa_church_chaplain,,"The nun clasps her hands in delight.

""A fleet chaplain? Oh, child, why didn't you say so?""

Isa looks at you and silently mouths, I'm going to kill you.","0:ship_trophy_isa_church_chaplain_2:""She's just modest about her calling.""",Luddic Church chaplain setup.
shipTrophyIsaFactionVisitChurchChaplainSecond,DialogOptionSelected,$option == ship_trophy_isa_church_chaplain_2,,"""Then perhaps your fleet would contribute to our relief ministry. For the Glory of the Prophet, Sister.""

The nun presses a worn and weathered tablet into Isa's hands. On it, a donation form. Isa glances at the suggested amount, then she looks at you. Slowly, she begins to grin.","0:ship_trophy_isa_church_donate:Donate 1,000 credits.
10:ship_trophy_isa_church_escape:Briefly boost burn level at the cost of fuel and combat readiness.",Luddic Church chaplain response.
shipTrophyIsaFactionVisitChurchDonate,DialogOptionSelected,$option == ship_trophy_isa_church_donate,"IsaFactionVisitCMD grantChurchDonation
SetTextHighlightColors bad
SetTextHighlights ""[Lost 1,000 credits]""
","You authorize the transfer while the nun beams.

""May Ludd reward your generosity in heaven.""

Isa hands the tablet back.

""He already did."" She gives you a cheerful pat on the shoulder.

[Lost 1,000 credits]","0:ship_trophy_isa_church_response:""What were you doing here?""","Luddic Church donation response; deducts 1,000 credits once."
